Date,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,Country,City,PostalCode,ShippingCost,OrderStatus,ReturnStatus,Rating,Feedback,ShippingDate,DeliveryDate,CustomerFullName,CustomerPhone,CustomerEmail,CustomerAddress,ProductDescription,SupplierName,SupplierContact,PurchasePrice,Profit,Discount,Tax,TaxAmount,FinalPrice,PaymentStatus,ShipmentTrackingNumber,Carrier,EstimatedDelivery,ActualDelivery,DeliveryStatus,ProductReturnDate,ReturnReason,RefundAmount,CustomerSupportContact,PromotionApplied,CouponCode,MembershipStatus,ReviewComment,ReviewDate,FollowUpAction
2021-03-16,ULOUJNMEFXBVQD,Home & Kitchen,1,250.88,250.88,Credit Card,Germany,Toronto,39810,34.42,Cancelled,Returned,3,HAFZMIFOWPDZQILVSTZLVFLITEUCBHJOIJKINEID,2021-03-17,2021-03-24,HYKRMTPWNLMMPAXLIMM,+19720323500,,AVESAUQVSCCLSKJJCREFVRM,,PLEFT,ZGJADTDWNEE,205.26,45.62,0.14,0.07,17.56,233.3168,Failed,774769,FedEx,2021-03-24,2021-03-23,Delayed,,,,,,,,,,
2021-03-16,CYCOFQLVTXKYDZ,Clothing,5,250.88,1254.4,PayPal,France,New York,28302,34.42,Cancelled,Returned,3,SAUALKANKGBOHVTYOZHJS,2021-03-17,2021-03-24,RXXRIAGMOBXHTXEIQ,+11992485470,akddl@example.com,DJPPXQKWUHNRAIT,,KSUFWJORUGW,,205.26,228.1,0.04,0.07,87.81,1292.034,,305915,FedEx,2021-03-24,2021-03-23,Early,,,,,,,,,,
2021-03-17,FATWPOQHZLVUJO,Home & Kitchen,6,250.88,1505.28,Credit Card,UK,Berlin,76236,34.42,Refunded,Returned,2,TNIIUYFHKHLJWDPTFIWEUX,2021-03-19,2021-03-26,NIOVTAMJLNFKWG,+16788792542,qkzeb@example.com,DBREBVKWBLXYJSDGNMATABPYB,,XPMQDSD,EEYNEIVKQLLXPARFE,205.26,273.72,0.05,0.07,105.37,1535.386,Pending,366428,UPS,2021-03-26,2021-03-25,On Time,,,,,,,,,,
2021-03-19,BEFGUYAWZGTYL,Electronics,5,250.88,1254.4,PayPal,France,Berlin,74467,34.42,Pending,Not Returned,1,QQYXVMQNBZSZCBBVGDQFGTFIT,2021-03-21,2021-03-24,TDULYBTNIVNFWETSRG,+11199938147,,LSOPPKFQGKMPMHYIENUKLTTJAPGX,,LXDXQXZRVFSEB,MFGCKHDJIWM,205.26,228.1,0.12,0.07,87.81,1191.682,Failed,125420,USPS,2021-03-25,2021-03-24,On Time,,,,,,,,,,
2021-03-21,DMGDOSIKH,Clothing,4,250.88,1003.52,Bank Transfer,Canada,Paris,44841,34.42,Completed,Returned,1,ZDZESJROYAEEHVVVTOQSMZVUJQERQDVGYEHHKISSIWTQPGZ,2021-03-24,2021-03-31,ATIHKGUQUOHTLE,+19165069801,zlzdr@example.com,DCSWVQLQAUAWYKCDGRTGKYNHTPRL,,XMEWHKDROEWL,OEYMLIXHIUMI,205.26,182.48,0.11,0.07,70.25,963.3828,Pending,794711,USPS,2021-04-01,2021-03-30,On Time,,,,,,,,,,
2021-03-22,WYXHM,Books,1,250.88,250.88,Debit Card,Canada,Berlin,54713,34.42,Refunded,Returned,4,CUSHEZZFBXYSMFFBZXEKKXNMHOLCUWEFBHEVQZBKD,2021-03-26,2021-03-30,ENDOTVJQDAFHDXNBE,+16012111693,uwupe@example.com,TYIUMFVEJWKNWPGVRHNJNTV,,DTIINZXH,FKJNFGICLPMFMZE,205.26,45.62,0.26,0.07,17.56,203.2112,Failed,421569,USPS,2021-03-28,2021-03-30,On Time,,,,,,,,,,
2021-03-24,DHCIBBMOWL,Toys & Games,7,250.88,1756.16,Credit Card,Germany,Sydney,59546,34.42,Cancelled,Not Returned,4,IFXBZOELMQDJAKPKIBGSRTGWILCWVZ,2021-03-25,2021-04-02,NGIAXTJKULAU,+13740192389,bmkcf@example.com,WQFOHEHVWIGRNHAQZFNXZQQLUPC,,AXKDQQSMSZQ,HCBTSGLDJILKU,205.26,319.34,0.01,0.07,122.93,1861.5284,Processed,165171,FedEx,2021-04-02,2021-04-01,Delayed,,,,,,,,,,
2021-03-27,DZHIWEXTRKOVIQ,Clothing,9,250.88,2257.92,Credit Card,Germany,London,13048,34.42,Pending,Not Returned,3,GWZEYWGSQPUXUZSYRSDZADDIHBWFWKDNUVI,2021-03-29,2021-03-31,HXFLIDFCBYUREVXULB,+19452115568,nfmaq@example.com,ZQBMNDXFTWINVQHSUBQGCDRN,,TLTNVIYLXQPL,BFFAGLUWLTUW,205.26,410.58,0.3,0.07,158.05,1738.594,Pending,919317,USPS,2021-04-01,2021-03-31,Delayed,,,,,,,,,,
2021-03-29,LGJYZYJMSKMUHH,Books,6,250.88,1505.28,Bank Transfer,France,New York,43290,34.42,Cancelled,Not Returned,1,YZADLEIVDPBPPUXXVKAOX,2021-03-31,2021-04-04,ERFKGPHCKTVSKVIL,+12667421374,,MYYQLGCEUTANIUOBRD,,ZBCEPUMZXRBXAI,NQQRMMKCQZBBGVY,205.26,273.72,0.29,0.07,105.37,1174.1188,Processed,769719,FedEx,2021-04-03,2021-04-04,Delayed,,,,,,,,,,
2021-03-31,OKKAQOTF,Clothing,3,250.88,752.64,Debit Card,France,New York,68906,34.42,Cancelled,Returned,1,RQGRMTTJABQVCQLXLTJGJRV,2021-04-01,2021-04-10,BJBWDYYPFJUGEM,+10245176664,pliev@example.com,MURTDCZGBNEBIPVH,,ECELHH,NUSQPQRKSKJNNJUWDJF,205.26,136.86,0.16,0.07,52.68,684.8976,Pending,,DHL,2021-04-10,2021-04-10,Early,,,,,,,,,,
2021-03-31,VYOINRZQRETT,Clothing,4,250.88,1003.52,Debit Card,Australia,New York,86637,34.42,Cancelled,Returned,5,GQLQRNKBUAKBPVCTAUTHSZAZE,2021-04-01,2021-04-10,IWODATNSAJDWRLGFIB,+11722111572,ncgru@example.com,CGRPDZUDPRBVLIGHFLHJ,,YGBAXAHYQW,KRFUOFTAINCANND,205.26,182.48,0.22,0.07,70.25,852.9956,Failed,408978,FedEx,2021-04-11,2021-04-10,On Time,,,,,,,,,,
2021-03-31,KXVARFBOZUNEF,Home & Kitchen,5,250.88,1254.4,Debit Card,USA,Berlin,39778,34.42,Cancelled,Not Returned,2,AKUIEBMRZYLNEXJTBDLKDKIJFOJVUFAUVXTUDWZVNTVTHKOSH,2021-04-04,2021-04-13,MKVVSFILKCRXMMO,+15280678454,odxmr@example.com,JGSCLSJUFTOUSKHJVN,,NHTRWGXNY,DKTIKOFYLMRWWNXZ,205.26,228.1,0.28,0.07,87.81,990.978,Processed,,DHL,2021-04-11,2021-04-13,On Time,,,,,,,,,,
2021-04-01,VRNJNMCFHL,Electronics,1,250.88,250.88,Bank Transfer,Australia,Berlin,37425,34.42,Completed,Not Returned,2,RVXQFYOMZZRKMAREFAGDIOFYQTRVDINC,2021-04-03,2021-04-05,OOEEBRFRVGTZ,+19463531134,pabbp@example.com,NOLQJLSHPRTJUKFRMK,,CUNNCJIUGZ,XBSBQWHEZKYTATPEPX,205.26,45.62,0.08,0.07,17.56,248.3696,Pending,474485,FedEx,2021-04-03,2021-04-05,On Time,,,,,,,,,,
2021-04-02,QPKMR,Toys & Games,5,250.88,1254.4,Credit Card,Canada,New York,93388,34.42,Pending,Not Returned,3,KALYIEORIMMXMJJVGVET,2021-04-06,2021-04-14,CQTSHUWSSFZTH,+10247353467,haoqz@example.com,NWYYDJTRIUMWSHKWHRXQJVVZJWDH,,GLZDTMCTIUV,JIVXSCIVTHDKDL,205.26,228.1,0.09,0.07,87.81,1229.314,Failed,883773,UPS,2021-04-13,2021-04-13,Delayed,,,,,,,,,,
2021-04-03,IPDCPXZYLK,Books,1,250.88,250.88,Credit Card,Australia,Sydney,68176,34.42,Refunded,Returned,1,TJJZYUXMOFTLSKFABWODEOKJQB,2021-04-07,2021-04-12,EAAXWAFBLQJE,+19976331852,qcuxx@example.com,NHWZVNHRHJDKNWPJ,,MAWWFTZX,,205.26,45.62,0.03,0.07,17.56,260.9136,,421535,UPS,2021-04-11,2021-04-11,On Time,,,,,,,,,,
2021-04-04,YRSWWFVRZ,Clothing,9,250.88,2257.92,Debit Card,France,Toronto,22674,34.42,Pending,Not Returned,5,XJTCSECHELNGKHEHLOSPNGHGRXFZSDWCQVSOZFZ,2021-04-05,2021-04-13,BLEOWTRUFXNYKZ,+12014826523,lzemu@example.com,HOSHQYRBEPXQOSXWVOMQTLCJJWMXG,,QYXRYDZLVPRJ,HIEUJENRGHEXFTWXIUI,205.26,410.58,0.17,0.07,158.05,2032.1236,Processed,179568,USPS,2021-04-14,2021-04-13,Delayed,,,,,,,,,,
2021-04-05,DLSBQKKUPB,Toys & Games,7,250.88,1756.16,Bank Transfer,Australia,Toronto,72402,34.42,Pending,Returned,1,SFKTTJZPRNDLTWUHGZIXYQJCUYHNZGP,2021-04-09,2021-04-18,WYIFCHPSAMLTYHNFC,+14176876894,gaqmk@example.com,IDCKXQZBZUIFWLSUDKE,,BYOIOESC,QXHWAVROVPBMBNGKO,205.26,319.34,0.05,0.07,122.93,1791.282,Pending,224117,UPS,2021-04-16,2021-04-17,Delayed,,,,,,,,,,
2021-04-05,WHMJHD,Clothing,3,250.88,752.64,Bank Transfer,UK,London,98731,34.42,Pending,Returned,4,KFTUNUMDTTKRALRGLAVDROCGFOOFHHVAZMWXU,2021-04-06,2021-04-13,WNUCLLQKIEKG,+12585214770,qxxmd@example.com,FTVPKXIVWBDPDIVHZG,,MXCDR,QUQOPIUUTSXWIFAEEWZ,205.26,136.86,0.28,0.07,52.68,594.5808,Processed,683808,FedEx,2021-04-14,2021-04-13,Early,,,,,,,,,,
2021-04-06,KGQTX,Electronics,9,250.88,2257.92,Bank Transfer,USA,Paris,99907,34.42,Refunded,Returned,3,KDGLMVLPFNSPZDEIXCVJQSJLWGRSOGLV,2021-04-09,2021-04-17,ITOKUCWOQXCTZDKWGTV,,ewnpf@example.com,RUIZJVKYYBSJORELHFXAYMOKWDHG,,CNPLKBAMZRRM,AVFISEUQVT,205.26,410.58,0.13,0.07,158.05,2122.4404,Pending,402712,UPS,2021-04-17,2021-04-16,On Time,,,,,,,,,,
2021-04-06,VVLIEJ,Toys & Games,2,250.88,501.76,Debit Card,France,London,43053,34.42,Pending,Returned,2,GJYXVTJYWERIPGYYJEGEOSJHXIKVBCMKJOFANRXKHVCNBPFA,2021-04-10,2021-04-14,ZNDMAWRMCHRBTFZRY,+15499807589,,MUEAYPKVRXIDGWGMSGUGMDLHP,,AOQFEAVP,MXHCYKTAYNUXMOW,205.26,91.24,0.28,0.07,35.12,396.3872,,468851,UPS,2021-04-13,2021-04-14,Delayed,,,,,,,,,,
2021-04-08,EJKUXJHB,Books,7,250.88,1756.16,Bank Transfer,Germany,New York,21957,34.42,Refunded,Not Returned,1,JFIGYBKNEIGYNPVPGJUFQABNDIWFQUKDU,2021-04-10,2021-04-15,IOWCYIVRWTT,+16279223256,pdpuq@example.com,DUOZLWBWWFRXVLPASDJJXGFZV,,ECCLRIYWQQTR,HOMAKTOUDFYLAJ,205.26,319.34,0.06,0.07,122.93,1773.7204,Failed,295012,FedEx,2021-04-14,2021-04-14,On Time,,,,,,,,,,
2021-04-09,HPVEYCLMMJD,Clothing,9,250.88,2257.92,Debit Card,Australia,New York,82644,34.42,Refunded,Not Returned,3,IPCDXCMSYUZAWWFVCCPJYQGMKJGXFXAQYLDCFZPMIZKTYU,2021-04-11,2021-04-19,UQCGMIIWEDIFJRCW,+12269825478,cxfsb@example.com,LJYLMOUMSPKARGLRLIQDXXDTTAC,,ROACGJI,AGBYHZASFKS,205.26,410.58,0.21,0.07,158.05,1941.8068,Failed,684812,USPS,2021-04-19,2021-04-18,Delayed,,,,,,,,,,
2021-04-09,VXWBSAYGQCTTU,Electronics,6,250.88,1505.28,Debit Card,France,New York,63616,34.42,Completed,Not Returned,2,WSCLSHNVIYXQFDDSLYBQOJCTDVAARDWV,2021-04-12,2021-04-15,GLEQZSYDLUOBZ,+17067436518,vncgw@example.com,UHUTWAFIRIWWTJPUL,,IHFAPXXYJKLVCF,JPPJRVRCLJPYIRMXNS,205.26,273.72,0.19,0.07,105.37,1324.6468,Pending,,USPS,2021-04-15,2021-04-15,Delayed,,,,,,,,,,
2021-04-09,CQGZNQR,Toys & Games,5,250.88,1254.4,Debit Card,Germany,Paris,27829,34.42,Cancelled,Returned,1,YWUVJYQYVLTLPEPQWOMHUBHJGJYDKIDCKC,2021-04-12,2021-04-21,ANDFHTBDQXISHIMHN,+12020965735,kordc@example.com,NVHOJEZTPXZHKCBAATJR,,WMXSHUWMDCVY,KZHCOMHMPVA,205.26,228.1,0.12,0.07,87.81,1191.682,Pending,212043,USPS,2021-04-21,2021-04-21,Delayed,,,,,,,,,,
2021-04-13,TURDARAZ,Clothing,7,250.88,1756.16,PayPal,Germany,Berlin,15837,34.42,Refunded,Not Returned,5,RZSNXKXBBBJWOVLKQRNQOLPWFBBPBHGADKTGRDQKKTKON,2021-04-17,2021-04-24,RJTALCTLRLG,+12354181746,phhdp@example.com,PCGFKEIDLJCWGBYHM,,YCVLEYFR,,205.26,319.34,0.27,0.07,122.93,1404.9268,Failed,914143,DHL,2021-04-22,2021-04-24,Delayed,,,,,,,,,,
2021-04-14,MTTWJKIIEZAQVB,Clothing,6,250.88,1505.28,Debit Card,Canada,Paris,74141,34.42,Cancelled,Returned,3,BRPLJPCHVVYXBVANYDDICEAVSAJVLJBPHNOP,2021-04-16,2021-04-25,CGWMKYTTQOFFGIZZZIU,+15138603920,dfvfr@example.com,ABRXSGZVBPYPYWDQNHIHRGZMAUHIZ,,NEKIQLYZ,PZJFNBIMUWT,205.26,273.72,0.13,0.07,105.37,1414.9636,Pending,916136,USPS,2021-04-23,2021-04-25,Early,,,,,,,,,,
2021-04-15,MIDEKXSUCLZS,Books,5,250.88,1254.4,Bank Transfer,Canada,London,25032,34.42,Pending,Returned,1,LBDCIRSGDFSAPKVDRWZEVFYBLVITLM,2021-04-17,2021-04-25,ARRLAXSZNNZ,+14831671989,lhngb@example.com,XOCXUWKNLVEBYWGEC,,ADVRQ,CMUATDRYMFY,205.26,228.1,0.06,0.07,87.81,1266.946,,,FedEx,2021-04-25,2021-04-24,On Time,,,,,,,,,,
2021-04-17,MGOWGZH,Electronics,2,250.88,501.76,PayPal,France,Berlin,36352,34.42,Cancelled,Returned,2,VWQETMMJOORRBWKMKDOVWYKRPJLMIUMFFKSKJWOMWHEBPM,2021-04-18,2021-04-23,FQMWSYYTBJIULHIKA,+17334063033,hkqjg@example.com,JKHFLMBWUPXVZMIMOHWQJIX,,XVLEASGO,ORQNDAHKMQUNYQT,205.26,91.24,0.29,0.07,35.12,391.3696,Failed,613845,USPS,2021-04-22,2021-04-23,On Time,,,,,,,,,,
2021-04-19,UNDWJTORT,Home & Kitchen,8,250.88,2007.04,Credit Card,France,Berlin,40215,34.42,Cancelled,Not Returned,2,IOFHXNEQVGIPRMRJAURSBDKCIJBGOSJXTNDYKC,2021-04-20,2021-04-26,WBNDTWOBXXPV,+10878646196,fisye@example.com,QSSBKHUQARGIYIJ,,CEFYKSVBYLYWNI,XAHSKWJAEPTTEPCWB,205.26,364.96,0.13,0.07,140.49,1886.6148,Failed,750364,FedEx,2021-04-25,2021-04-26,Delayed,,,,,,,,,,
2021-04-19,IPSPGNNYDZOC,Clothing,7,250.88,1756.16,Credit Card,UK,London,66319,34.42,Cancelled,Returned,5,QGZKRNNFIVCQLDTPXJZGJGWRIVRQKAQDDNIMPACSHR,2021-04-21,2021-04-30,BOSSPLCTOGIZO,+13461419597,evcdl@example.com,FLUJPZXVXNQTZEDVMGKKXXUXL,,PZQQBJKC,VAPWXBTGKF,205.26,319.34,0.06,0.07,122.93,1773.7204,Pending,605113,DHL,2021-04-28,2021-04-29,On Time,,,,,,,,,,
2021-04-21,ACOXHDBXX,Toys & Games,6,250.88,1505.28,Bank Transfer,USA,Berlin,84642,34.42,Pending,Returned,3,TZFELIIQSQVPLCNQVPULXBHLU,2021-04-22,2021-04-26,MGZVPJYXBSFUR,+16423157784,zfujh@example.com,LCAJAAZKPCXYCHMPO,,DHSTRA,,205.26,273.72,0.11,0.07,105.37,1445.0692,Pending,596236,UPS,2021-04-24,2021-04-26,On Time,,,,,,,,,,
2021-04-21,DCBYQWUXTWMEUI,Books,5,250.88,1254.4,Bank Transfer,USA,Toronto,51247,34.42,Pending,Not Returned,3,HPJTODZODKFDIICWEOIBCZULPEJONNWMPHH,2021-04-22,2021-04-29,UUAOJCYJCVF,+19519328553,wqfej@example.com,QCNAZISZJUKZZNPGIMGAWGBW,,WZBHJSGQCYOD,UQAGZGMZVIRAKVV,205.26,228.1,0.18,0.07,87.81,1116.418,Processed,389961,FedEx,2021-04-28,2021-04-29,On Time,,,,,,,,,,
2021-04-21,YVFEYJHGGFUTC,Books,5,250.88,1254.4,Bank Transfer,France,London,53048,34.42,Refunded,Not Returned,1,QQCAQZXPQYBYNGYSAQJFGYFEBRXQXZWGUSGWGPLOOKBCSTYZO,2021-04-22,2021-04-29,WYIHUXYAQME,+15082461350,ylnct@example.com,AIJJEGJVXZCLTPRP,,KFQJA,KJQQLJLFUFFTZHEFBQ,205.26,228.1,0.15,0.07,87.81,1154.05,Pending,985637,DHL,2021-04-30,2021-04-29,Early,,,,,,,,,,
2021-04-23,VODLFSD,Clothing,9,250.88,2257.92,Bank Transfer,Canada,London,85532,34.42,Refunded,Not Returned,2,AOLGGKTKQCPEBWZZGJEOLJVQTTKHOBQWFUM,2021-04-26,2021-04-28,IYNSACPHGUKZOYMT,+15415405681,ddyhy@example.com,JAPEXLPVNJYPOVKYFSO,,NSRXVA,VIUHWKJQWTMVIOMMM,205.26,410.58,0.19,0.07,158.05,1986.9652,Processed,481172,DHL,2021-04-26,2021-04-28,Delayed,,,,,,,,,,
2021-04-23,EMWZREYPSNYPO,Clothing,1,250.88,250.88,PayPal,Australia,Toronto,76714,34.42,Completed,Returned,2,HKOMRRYQVMCUXGLDXZKNRGEPKVCPKJWWBPQJRLHZCTXCFBCQ,2021-04-25,2021-04-30,EVDSOUEKRJPDSWE,+15507414369,dsome@example.com,MSAJXKLNPGUDPSCIQDINYZYLS,,AINCLQQBFA,,205.26,45.62,0.2,0.07,17.56,218.264,Pending,204309,UPS,2021-04-28,2021-04-30,Early,,,,,,,,,,
2021-04-25,DGPXVUVUHQ,Clothing,9,250.88,2257.92,Bank Transfer,UK,Paris,45319,34.42,Pending,Returned,5,DVWBXINZKBUBEGVDNBWLJYASWPON,2021-04-27,2021-05-06,WBJTFSFZOAHZUKN,+17007376863,orerj@example.com,KDMNJPTTFLPHCORHIWT,,LDWPTKTTZJH,UBUIXVYWBANMCTYEBZ,205.26,410.58,0.04,0.07,158.05,2325.6532,,192415,FedEx,2021-05-05,2021-05-05,On Time,,,,,,,,,,
2021-04-27,JJBIQKJVYQD,Home & Kitchen,6,250.88,1505.28,Debit Card,USA,Paris,26025,34.42,Completed,Not Returned,5,UWOZGDURHLOOQBLCGFNWEDOGCMJW,2021-04-29,2021-05-06,NZJQKJOLCV,+14612281370,rgjdv@example.com,LOLORCZRHRJGBRJSCFJTY,,HZAWGV,RIVLERWWBJVJZC,205.26,273.72,0.09,0.07,105.37,1475.1748,Processed,669117,USPS,2021-05-06,2021-05-06,On Time,,,,,,,,,,
2021-04-28,OYUEFQAY,Clothing,4,250.88,1003.52,Credit Card,France,Paris,19780,34.42,Pending,Returned,3,LXVLSSUCFBXMIMWNSKNPJ,2021-04-29,2021-05-06,XZGKRQWPWCZ,+18534674621,,MUXJSNKYTPCMNIDVNKLWQPAP,,UQBZWBHG,NEXWMXQFMLCPEBKDV,205.26,182.48,0.22,0.07,70.25,852.9956,Failed,350599,DHL,2021-05-05,2021-05-05,Early,,,,,,,,,,
2021-04-28,DQIXBHO,Electronics,7,250.88,1756.16,Bank Transfer,Canada,Berlin,32706,34.42,Cancelled,Returned,2,PZBYPNURZFGMBOQMGACTRGUQLPXJWPTROWKRFAW,2021-05-02,2021-05-06,XEGSVSLIWQXYJRAOK,+11925902210,coqcc@example.com,ZKBPPDAZKGFFYTXR,,HTQWQGYEOBKQXM,,205.26,319.34,0.2,0.07,122.93,1527.858,Pending,126726,USPS,2021-05-04,2021-05-06,Delayed,,,,,,,,,,
2021-04-30,FAOWZGYQBII,Toys & Games,9,250.88,2257.92,Debit Card,Canada,Toronto,52916,34.42,Completed,Not Returned,1,LTDJUBIJTKYNCYAGDGPJOPFDDX,2021-05-04,2021-05-06,YFMZHGEEPFPOF,+10075826588,,ZFHCDFQAOOLXFTEGHJGGWN,,XRNSCDYI,SIPSDOIPZXFHANDJPDB,205.26,410.58,0.03,0.07,158.05,2348.2324,,242296,FedEx,2021-05-06,2021-05-05,On Time,,,,,,,,,,
2021-05-02,FTTUCQQLPO,Clothing,5,250.88,1254.4,Bank Transfer,Canada,London,85503,34.42,Completed,Not Returned,4,DVVQMBTFVAHRUDEEOJHZGLYKMOQVVRHFKZIZEGVOUV,2021-05-03,2021-05-10,HCIUIESYPPRLPE,+18686811695,xszfq@example.com,UJMGCEWRGFHGTUKJZF,,WNYQBNVPS,MKJYFGOTSCU,205.26,228.1,0.09,0.07,87.81,1229.314,Failed,161976,FedEx,2021-05-11,2021-05-09,Early,,,,,,,,,,
2021-05-03,AQCZODDRQSK,Home & Kitchen,5,250.88,1254.4,Debit Card,Australia,London,40856,34.42,Completed,Not Returned,1,SMAAVNIXLRIHNITYBAMYJHG,2021-05-06,2021-05-15,GTNXPAEHBVGF,+15406179611,dqbsu@example.com,ZFJIHLUUJLZRZSNM,,EZHQYNJVLEH,BWPWQOMLGTTCICP,205.26,228.1,0.28,0.07,87.81,990.978,Pending,116024,UPS,2021-05-15,2021-05-14,Early,,,,,,,,,,
2021-05-06,CHNZANBW,Toys & Games,8,250.88,2007.04,PayPal,Germany,London,19179,34.42,Pending,Not Returned,5,XLQYLPJYLKYNVTMBTGAYCTLELCTEAPIJJMPTYDNQEMYCEPSSQ,2021-05-09,2021-05-16,CFWSZBSQWDCNVCKJCIP,+19747087570,iycmx@example.com,GHOICEDTUUTFWHCDQQEQYLC,,MYUQXYUE,CHHZXOEMOGLCH,205.26,364.96,0.26,0.07,140.49,1625.6996,Failed,463792,USPS,2021-05-17,2021-05-15,Delayed,,,,,,,,,,
2021-05-06,XSFYAQHS,Books,7,250.88,1756.16,Credit Card,Australia,Berlin,48623,34.42,Refunded,Not Returned,1,RYWHRISJBQYXMKPTGCPSTPBNZTJSXKRKISTJZ,2021-05-08,2021-05-12,EZOZPRFDWMA,+17039229879,rytob@example.com,YUBYWKFQSMUEESODFCXKSDVG,,IEBCKJCIHP,BHVRLVZRSEPQIJSLAVQ,205.26,319.34,0.2,0.07,122.93,1527.858,Failed,667915,FedEx,2021-05-11,2021-05-12,Early,,,,,,,,,,
2021-05-08,AEPFHMPCS,Clothing,8,250.88,2007.04,Credit Card,Canada,Berlin,27587,34.42,Completed,Not Returned,2,CXHFTATXFBSGKKDTPEXGYP,2021-05-12,2021-05-21,BODMWNOHIEYYCGHPQ,+17677957162,ulgkv@example.com,YEPUYSRCEGGCZIHUR,,UZBYJXNEVY,GTIWEISKNNHX,205.26,364.96,0.02,0.07,140.49,2107.3892,Failed,841402,UPS,2021-05-21,2021-05-21,Early,,,,,,,,,,
2021-05-11,YTDLWBXVSYEHGN,Toys & Games,2,250.88,501.76,PayPal,France,Sydney,33733,34.42,Refunded,Not Returned,3,EATVVIZUEVFCFHFPPUCQUFFVSTOSBHGHMV,2021-05-14,2021-05-22,UASRRTEKAVKKETVRHVO,+17442011616,yogvh@example.com,JTHHQQDFSADKFLENQDOFMLJF,,MDUIP,ADPYZASXCBQYK,205.26,91.24,0.18,0.07,35.12,446.5632,Failed,551210,DHL,2021-05-22,2021-05-21,Early,,,,,,,,,,
2021-05-13,WCRPWSSRTPHA,Books,9,250.88,2257.92,Debit Card,UK,Paris,98306,34.42,Pending,Not Returned,4,OLONGQZETJSRYXJBFCSEGGJAKWGFFMPMBSSSRYFBSZFTWV,2021-05-17,2021-05-21,PTLBTYTMXSMU,+10166196875,wwxlf@example.com,IPHGNZDCCSJNUFLLDJLQ,,USXNWXTHJ,CGJCHYXEJLRFHRFWIPK,205.26,410.58,0,0.07,158.05,2415.97,Processed,309029,USPS,2021-05-20,2021-05-20,On Time,,,,,,,,,,
2021-05-14,LUKEL,Home & Kitchen,3,250.88,752.64,Bank Transfer,Australia,Sydney,13975,34.42,Completed,Returned,3,FCKHYVRQSSXUQDGEZPFNZTBYRRMRQMLCVG,2021-05-18,2021-05-26,YPYJGBDVYVD,+13272428629,znedx@example.com,GJASZVTEYZYFAVOBWRMBH,,ATEZOHJF,BQMGVJZMJDKIPQWEEF,205.26,136.86,0.2,0.07,52.68,654.792,Pending,175342,UPS,2021-05-27,2021-05-26,On Time,,,,,,,,,,
2021-05-15,FAEYN,Electronics,6,250.88,1505.28,Debit Card,France,Sydney,88455,34.42,Pending,Returned,4,EUADZAMNOQLGWSWCRZDZ,2021-05-18,2021-05-24,PWWFSEWFGE,+16303975003,yydio@example.com,XEVWOYMWYUQDGBIBQURFRVFZB,,USDVFOFRKLHXVN,NKSKYTFMSCY,205.26,273.72,0.22,0.07,105.37,1279.4884,Pending,622532,UPS,2021-05-25,2021-05-24,Delayed,,,,,,,,,,
2021-05-18,VXARPISVE,Clothing,6,250.88,1505.28,Credit Card,Canada,Berlin,85138,34.42,Refunded,Returned,4,LWLQFOBHNECJGKOBEKHMKQ,2021-05-19,2021-05-24,ZUBZJBTNVU,,rgtpk@example.com,FIDJTBMDKJMGDVEG,,RFFZSBDX,CSOVMQUYYHVNICIXLO,205.26,273.72,0.15,0.07,105.37,1384.858,Failed,279567,DHL,2021-05-25,2021-05-23,Early,,,,,,,,,,
2021-05-19,OGDAMT,Electronics,2,250.88,501.76,PayPal,UK,Paris,55463,34.42,Refunded,Returned,2,ASPSMWVWDKRRJQMYNGJCBSGECYBWZVFNGV,2021-05-21,2021-05-30,JHZAHPNSZJRBEBTC,+14944393657,dhcue@example.com,CMCENTEQNPTFWXERROSDFUUII,,OCPMLUIKH,IXHFIOXRVK,205.26,91.24,0,0.07,35.12,536.88,Pending,129399,UPS,2021-05-30,2021-05-30,Early,,,,,,,,,,
2021-05-20,GOWNWSVXTX,Home & Kitchen,7,250.88,1756.16,PayPal,USA,Paris,52154,34.42,Completed,Returned,2,KUCIHZKRAODDJKRWOCGGQ,2021-05-22,2021-05-30,IKPNNVTKKRKXNSRDM,+10911125262,cticz@example.com,SYQTNHIUBXHYVIMZJXMEOTGVL,,GDBYSVWLCSCSSG,NMMVMYPLUXZRLEQUW,205.26,319.34,0.2,0.07,122.93,1527.858,Processed,170346,UPS,2021-05-30,2021-05-29,On Time,,,,,,,,,,
2021-05-24,JIYHZJ,Toys & Games,9,250.88,2257.92,Debit Card,USA,London,85676,34.42,Refunded,Returned,5,TXPPHCTOAJBGNPOGMYJIIFXYLWTTVNTGHHHBNJRRR,2021-05-27,2021-06-02,SIWKQZEUIPL,+15112781603,yjquu@example.com,PBJITCKJMVBPHYTJWQ,,DFNHROSRO,MJCFPASHIW,205.26,410.58,0.25,0.07,158.05,1851.49,Failed,413449,DHL,2021-06-03,2021-06-02,On Time,,,,,,,,,,
